sample_index,phone_idx,phone,ref_dur,gen_dur,ratio
45,2,tˈurnuluɪ,0.832,0.576,0.6923076923076923
45,3,din,0.8,0.352,0.43999999999999995
45,4,flˈankul,0.832,0.512,0.6153846153846154
45,5,stˈɨŋɡ,0.8,0.736,0.9199999999999999
45,6,al,0.8,1.056,1.32
45,7,pˈortsiɪ,0.832,1.856,2.230769230769231
45,8,sfˈɨntuluɪ,0.8,2.208,2.7600000000000002
45,9,"romˈan,",0.832,1.504,1.8076923076923077
45,10,dʒˌeneɾˈaliɪ,0.8,0.544,0.68
45,11,kɾˌisodʒeordʒˈis,0.8,0.48,0.6
45,12,ʃi,0.832,1.6,1.9230769230769234
45,13,rˈav,0.8,2.016,2.52
45,14,dˈuh,0.832,3.008,3.6153846153846154
46,0,ˈomul,0.384,0.352,0.9166666666666666
46,1,rəspˈunse,0.384,11.968,31.166666666666664
46,2,ku,0.384,0.64,1.6666666666666667
46,3,un,0.384,1.28,3.3333333333333335
46,4,rˈɨnʒet,0.384,0.48,1.25
46,5,dultʃˈeaɡ,0.384,1.056,2.75
46,6,dˈespɾe,0.384,0.256,0.6666666666666666
46,7,kˌaɾe,0.384,0.064,0.16666666666666666
46,8,nˈumaɪ,0.416,0.224,0.5384615384615385
46,9,suɾˈɨsul,0.384,0.096,0.25
46,10,mˌɨŋɡjetˈor,0.384,0.384,1.0
46,11,al,0.384,0.48,1.25
46,12,ˌunuɪ,0.384,0.16,0.4166666666666667
46,13,kɾˌokodˈil,0.384,0.288,0.7499999999999999
46,14,ar,0.384,0.384,1.0
46,15,dˈa,0.384,0.544,1.4166666666666667
46,16,o,0.384,0.384,1.0
46,17,ˈide,0.416,2.56,6.153846153846154
47,0,apˈoj,0.384,1.696,4.416666666666666
47,1,ˈiʲa,0.416,5.408,13.000000000000002
47,2,tɾimˈis,0.416,0.864,2.076923076923077
47,3,ʃi,0.384,0.192,0.5
47,4,jeɪ,0.416,0.864,2.076923076923077
47,5,aʊ,0.416,1.248,3.0
47,6,"plekˈat,",0.384,2.656,6.916666666666667
47,7,jˈar,0.416,0.832,2.0
47,8,ja,0.416,0.32,0.7692307692307693
47,9,a,0.384,0.128,0.3333333333333333
47,10,leɡˈat,0.416,0.544,1.307692307692308
47,11,fɾˈɨŋɡja,0.416,0.416,1.0
47,12,stakˈoʒje,0.384,0.256,0.6666666666666666
47,13,de,0.416,0.224,0.5384615384615385
47,14,feɾˈeastɾə.,0.416,0.096,0.23076923076923078
48,0,ˈɔamenʲˌʲ,0.768,0.608,0.7916666666666666
48,1,de,0.8,1.472,1.8399999999999999
48,2,rˈea,0.768,1.92,2.5
48,3,"kɾedˈintsə,",0.8,0.928,1.16
48,4,məɾˈite,0.768,1.28,1.6666666666666667
48,5,"dˈɔamne,",0.8,0.544,0.68
48,6,aʊ,0.8,1.472,1.8399999999999999
48,7,spˌekulˈat,0.768,0.928,1.2083333333333333
48,8,ˌanumˌite,0.8,0.832,1.0399999999999998
48,9,ˌɨnklinˈəɾʲʲ,0.768,1.44,1.875
48,10,ale,0.8,0.832,1.0399999999999998
